ThinkTankId,ThinkTankPoliticalWing,ThinkTankName,ThinkTankFoundedOn,OfficerId,OfficerName,OfficerRole,OfficerAppointedOn,OfficerResignedOn,CompanyNumber,CompanyName,CompanyType,CompanyDateOfCreation,CompanyDateOfCessation,CompanySicCode,CompanySicCodeCategory,CompanySicCodeDescription
EU-1162,Right,Reform,04/03/2004,3uSBkDeNVw37e4XEjTDibtaO8-o,Dr Lara Dimitrova Stoimenova,Director,17/01/2022,,02536455,Portsmouth Water Limited,Ltd,31/08/1990,,36000,"Water supply, sewerage, waste management and remediation activities","Water collection, treatment and supply"
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,17/04/2014,,SC475583,Castle Water Limited,Ltd,17/04/2014,,36000,"Water supply, sewerage, waste management and remediation activities","Water collection, treatment and supply"
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,23/09/2021,,09933767,Castle Water (Southern) Limited,Ltd,04/01/2016,,36000,"Water supply, sewerage, waste management and remediation activities","Water collection, treatment and supply"
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,23/09/2021,,03037009,Castle Water (South East) Limited,Ltd,23/03/1995,,36000,"Water supply, sewerage, waste management and remediation activities","Water collection, treatment and supply"
EU-1414,Left,Demos,01/01/1993,If5okn6BpAE8qAu2w8a8mFaF_SY,Sukhvinder Stubbs,Director,16/09/2002,31/10/2006,02366686,Severn Trent Water Limited,Ltd,01/04/1989,,36000,"Water supply, sewerage, waste management and remediation activities","Water collection, treatment and supply"
EU-1351,Right,Adam Smith Institute,01/01/1977,ViBKW1O8BRxkF02nhghch9VfFq0,Sir Austin Ernest Bide,Director,17/01/1994,31/12/1999,02692681,Veolia Es Birmingham Limited,Ltd,02/03/1992,,38110,"Water supply, sewerage, waste management and remediation activities",Collection of non-hazardous waste
EU-1351,Right,Adam Smith Institute,01/01/1977,ViBKW1O8BRxkF02nhghch9VfFq0,Sir Austin Ernest Bide,Director,17/01/1994,31/12/1999,02692681,Veolia Es Birmingham Limited,Ltd,02/03/1992,,38120,"Water supply, sewerage, waste management and remediation activities",Collection of hazardous waste
EU-1351,Right,Adam Smith Institute,01/01/1977,ViBKW1O8BRxkF02nhghch9VfFq0,Sir Austin Ernest Bide,Director,17/01/1994,31/12/1999,02692681,Veolia Es Birmingham Limited,Ltd,02/03/1992,,38210,"Water supply, sewerage, waste management and remediation activities",Treatment and disposal of non-hazardous waste
EU-1351,Right,Adam Smith Institute,01/01/1977,ViBKW1O8BRxkF02nhghch9VfFq0,Sir Austin Ernest Bide,Director,17/01/1994,31/12/1999,02692681,Veolia Es Birmingham Limited,Ltd,02/03/1992,,38220,"Water supply, sewerage, waste management and remediation activities",Treatment and disposal of hazardous waste
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,07089729,Empire Lih Limited,Ltd,27/11/2009,,38320,"Water supply, sewerage, waste management and remediation activities",Recovery of sorted materials
EU-1496,Right,Institute of Economic Affairs,01/01/1955,I-YaDsekY9uzHQdqqhc-MXtDei8,Bruno George Prior,Director,01/02/2007,,01738920,Summerleaze Limited,Ltd,12/07/1983,,39000,"Water supply, sewerage, waste management and remediation activities",Remediation activities and other waste management services
EU-1488,Left,Institute for Public Policy Research,01/01/1986,31Q57QVgdsV-LgNK3WRCDEgEwH8,Anthony Barnes Atkinson,Director,13/08/2001,01/01/2017,04269365,Nuffield Properties Limited,Ltd,13/08/2001,19/10/2021,41100,Construction,Development of building projects
EU-1488,Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,03/11/1999,30/04/2002,03425314,Barchester Assisted Living Properties (Southgate) Limited,Ltd,20/08/1997,,41100,Construction,Development of building projects
EU-1488,Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,03/11/1999,30/04/2002,03425315,Barchester Assisted Living Properties (Chorleywood) Limited,Ltd,20/08/1997,,41100,Construction,Development of building projects
EU-1488,Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,06/01/2000,30/04/2002,02264927,Burleigh House Properties Limited,Ltd,06/06/1988,03/06/2014,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,FlzWmhL79Y4_tBiKuQVXEOq70mY,David Winton Harding,Director,02/12/2020,,12762903,Winprop 1 Limited,Ltd,23/07/2020,,41100,Construction,Development of building projects
EU-1488,Left,Institute for Public Policy Research,01/01/1986,E3htNNJkXUengcgKvbV8AedQOJU,Dr Christopher Shaw Gibson Smith,Director,01/01/2003,31/12/2012,00621920,British Land Company Public Limited Company(the),Plc,26/02/1959,,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,GQC5gixRYlRXvKR3dip8cZbIwzQ,Edward Michael Lee,Director,26/02/2007,,06074232,Princeton Property Partners (Finance) Limited,Ltd,30/01/2007,,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,GQC5gixRYlRXvKR3dip8cZbIwzQ,Edward Michael Lee,Director,10/04/2018,,08480797,Stamford Hounslow Limited,Ltd,09/04/2013,,41100,Construction,Development of building projects
EU-1414,Left,Demos,01/01/1993,NaFNMlssEDo3tdnZo77zHwAu6e8,George Robin Paget Ferguson,Director,02/04/2001,11/01/2005,04192434,Reeds Club Limited,Ltd,02/04/2001,26/11/2013,41100,Construction,Development of building projects
EU-1414,Left,Demos,01/01/1993,NaFNMlssEDo3tdnZo77zHwAu6e8,George Robin Paget Ferguson,Director,01/02/2017,,10595066,Brewery Lofts Ltd,Ltd,01/02/2017,29/09/2020,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,31/10/2001,,04243011,Telereal Trading Property Limited,Ltd,28/06/2001,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,31/10/2001,,04222546,Telereal General Property Gp Limited,Ltd,23/05/2001,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,18/11/2001,23/09/2003,04222524,Telereal Developments Limited,Ltd,23/05/2001,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,30/09/2005,,04222524,Telereal Developments Limited,Ltd,23/05/2001,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,12/01/2009,,03515012,Trillium Group Limited,Ltd,17/02/1998,13/09/2022,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,07267343,Lih Colchester Limited,Ltd,27/05/2010,17/08/2021,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,05659958,Trillium Development (Services) Limited,Ltd,21/12/2005,17/08/2021,41100,Construction,Development of building projects
EU-1842,Right,The Centre for Social Justice,01/01/2004,lEJ7idslpxae-9stRuZa79Vm37k,James Charles Wilcox,Director,26/08/2014,,07879885,Ms Power Projects Ltd,Ltd,13/12/2011,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,iOQy-5akimHZqA-hB6hVzFmI-u8,John Alfred Stoddard Nash,Director,,07/03/1997,02656649,Regent Square Estates Management Limited,Ltd,23/10/1991,09/02/2016,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,iOQy-5akimHZqA-hB6hVzFmI-u8,John Alfred Stoddard Nash,Director,14/01/2002,,04242025,Regent Square Estates Limited,Ltd,27/06/2001,21/06/2013,41100,Construction,Development of building projects
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,09/01/1997,24/04/1997,00382150,Second Thames Land Limited,Ltd,10/08/1943,,41100,Construction,Development of building projects
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Director,05/12/1996,22/09/2009,02933214,Arcane Limited,Ltd,26/05/1994,18/07/2017,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,03/02/2012,24/10/2017,07914552,Rq Capital Limited,Ltd,18/01/2012,,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,21/09/2015,24/10/2017,09785871,Building Development Support Limited,Ltd,21/09/2015,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,,19/07/1991,SC023652,Auchendrane Estates Limited,Ltd,10/12/1945,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Secretary,,19/07/1991,SC081978,Barskimming Estates Limited,Ltd,28/02/1983,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Secretary,,19/07/1991,SC023652,Auchendrane Estates Limited,Ltd,10/12/1945,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,,19/07/1991,SC081978,Barskimming Estates Limited,Ltd,28/02/1983,,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,G23m-kBGmSGnuFEPgr3kFreerbw,Richard Albert Ehrman,Director,,,02052203,Clobb Properties Limited,Ltd,03/09/1986,,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,G23m-kBGmSGnuFEPgr3kFreerbw,Richard Albert Ehrman,Secretary,,,02052203,Clobb Properties Limited,Ltd,03/09/1986,,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,G23m-kBGmSGnuFEPgr3kFreerbw,Richard Albert Ehrman,Director,,15/07/1992,02451630,Goldway Properties Limited,Ltd,12/12/1989,,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,G23m-kBGmSGnuFEPgr3kFreerbw,Richard Albert Ehrman,Director,,15/07/1992,01909812,Marnbury Properties Limited,Ltd,30/04/1985,,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,G23m-kBGmSGnuFEPgr3kFreerbw,Richard Albert Ehrman,Director,,15/07/1992,01745049,Ranova Limited,Ltd,10/08/1983,,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,G23m-kBGmSGnuFEPgr3kFreerbw,Richard Albert Ehrman,Director,,15/07/1992,01609157,Baylight Properties Limited,Ltd,22/01/1982,,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,G23m-kBGmSGnuFEPgr3kFreerbw,Richard Albert Ehrman,Director,24/06/1997,,00800400,Cromar White Developments Limited,Ltd,10/04/1964,01/06/2021,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,G23m-kBGmSGnuFEPgr3kFreerbw,Richard Albert Ehrman,Secretary,24/06/1997,24/07/1997,00800400,Cromar White Developments Limited,Ltd,10/04/1964,01/06/2021,41100,Construction,Development of building projects
EU-1496,Right,Institute of Economic Affairs,01/01/1955,SdygTttdo_ZPucvePoz5Gg_Fh_E,Robin Warwick Edwards,Director,01/02/2004,28/03/2008,04676436,Saxon Hall Freehold Limited,Ltd,24/02/2003,,41100,Construction,Development of building projects
EU-1496,Right,Institute of Economic Affairs,01/01/1955,SdygTttdo_ZPucvePoz5Gg_Fh_E,Robin Warwick Edwards,Director,09/07/2004,29/03/2013,05176058,Cresta Homes Limited,Ltd,09/07/2004,14/03/2017,41100,Construction,Development of building projects
EU-1496,Right,Institute of Economic Affairs,01/01/1955,SdygTttdo_ZPucvePoz5Gg_Fh_E,Robin Warwick Edwards,Director,03/07/2005,,05201539,Cresta Homes (Hoddesdon) Limited,Ltd,10/08/2004,16/01/2018,41100,Construction,Development of building projects
EU-1496,Right,Institute of Economic Affairs,01/01/1955,SdygTttdo_ZPucvePoz5Gg_Fh_E,Robin Warwick Edwards,Director,04/02/2008,04/04/2016,06492895,Cresta Homes (Hayes) Ltd,Ltd,04/02/2008,19/07/2016,41100,Construction,Development of building projects
EU-1496,Right,Institute of Economic Affairs,01/01/1955,SdygTttdo_ZPucvePoz5Gg_Fh_E,Robin Warwick Edwards,Director,12/08/2008,18/10/2013,06670601,New Place Investment Co. Ltd,Ltd,12/08/2008,14/03/2017,41100,Construction,Development of building projects
EU-1496,Right,Institute of Economic Affairs,01/01/1955,SdygTttdo_ZPucvePoz5Gg_Fh_E,Robin Warwick Edwards,Director,25/04/2014,,09011881,Kitchener Properties Limited,Ltd,25/04/2014,30/11/2021,41100,Construction,Development of building projects
EU-1496,Right,Institute of Economic Affairs,01/01/1955,SdygTttdo_ZPucvePoz5Gg_Fh_E,Robin Warwick Edwards,Director,24/07/2014,29/06/2016,09036204,J G Chatham Limited,Ltd,13/05/2014,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,5EUuA2dI1j1YAypoituIr4FDodI,Roger Gerard Orf,Director,17/06/1994,23/03/1995,02936674,Softoften,PrivateUnlimited,08/06/1994,07/01/2014,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,5EUuA2dI1j1YAypoituIr4FDodI,Roger Gerard Orf,Director,17/06/1994,23/03/1995,02936683,Tradepanel,PrivateUnlimited,08/06/1994,07/01/2014,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,5EUuA2dI1j1YAypoituIr4FDodI,Roger Gerard Orf,Director,24/12/1997,03/01/2001,03462673,Campden Hill (Campus) Limited,Ltd,04/11/1997,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,5EUuA2dI1j1YAypoituIr4FDodI,Roger Gerard Orf,Director,24/12/1997,03/01/2001,03462654,552 Kings Road Limited,Ltd,04/11/1997,,41100,Construction,Development of building projects
EU-1682,Right,Centre for Policy Studies,01/01/1974,5EUuA2dI1j1YAypoituIr4FDodI,Roger Gerard Orf,Director,29/03/2000,25/03/2002,01071565,Turnshire Limited,Ltd,12/09/1972,02/03/2016,41100,Construction,Development of building projects
EU-1496,Right,Institute of Economic Affairs,01/01/1955,U9aCrlLNVh2PC4276ocbdM1sSiw,Sir Michael John De Rougement Richardson,Director,,12/05/2003,01247052,Redwing Quay Limited,Ltd,03/03/1976,,41100,Construction,Development of building projects
EU-1496,Right,Institute of Economic Affairs,01/01/1955,xLY2x0BMonW4eoBlBl6mwOEAmsA,Sir Peter Ingram Walters,Director,,22/05/1996,00066558,Tarmac Cement and Lime Limited,Ltd,10/07/1900,,41100,Construction,Development of building projects
EU-1217,Right,Policy Exchange,01/01/2002,FlzWmhL79Y4_tBiKuQVXEOq70mY,David Winton Harding,Director,07/01/1999,,03676032,Ramiken Limited,Ltd,30/11/1998,28/12/2020,41201,Construction,Construction of commercial buildings
EU-1217,Right,Policy Exchange,01/01/2002,CEkUJbuhCMNnOQTbTJYk19X9jPk,Edward Andrew Perronet Sells,Director,28/11/1991,09/05/2007,02606856,Vistry Linden Homes Limited,Ltd,01/05/1991,,41201,Construction,Construction of commercial buildings
EU-1414,Left,Demos,01/01/1993,NaFNMlssEDo3tdnZo77zHwAu6e8,George Robin Paget Ferguson,Director,01/02/2017,,10595066,Brewery Lofts Ltd,Ltd,01/02/2017,29/09/2020,41201,Construction,Construction of commercial buildings
EU-1496,Right,Institute of Economic Affairs,01/01/1955,jBeN9FODiT5HdM0Xje4CxpfcEls,Malcolm Hugh Dees Mcalpine,Director,,17/05/2011,01157770,Sir Robert Mcalpine Management Contractors Limited,Ltd,21/01/1974,,41201,Construction,Construction of commercial buildings
EU-1496,Right,Institute of Economic Affairs,01/01/1955,jBeN9FODiT5HdM0Xje4CxpfcEls,Malcolm Hugh Dees Mcalpine,Director,,17/05/2011,00566823,Sir Robert Mcalpine Limited,Ltd,31/05/1956,,41201,Construction,Construction of commercial buildings
EU-1496,Right,Institute of Economic Affairs,01/01/1955,SdygTttdo_ZPucvePoz5Gg_Fh_E,Robin Warwick Edwards,Director,25/04/2014,,09011881,Kitchener Properties Limited,Ltd,25/04/2014,30/11/2021,41201,Construction,Construction of commercial buildings
EU-1217,Right,Policy Exchange,01/01/2002,jlMd-Od-tqnSXybeE4hDM3XDqlY,Andrew Roberts,Director,11/04/1996,30/09/2008,03184558,Tinos Homes Limited,Ltd,11/04/1996,,41202,Construction,Construction of domestic buildings
EU-1217,Right,Policy Exchange,01/01/2002,FlzWmhL79Y4_tBiKuQVXEOq70mY,David Winton Harding,Director,24/05/2019,,09796571,Tr Construction Management Limited,Ltd,27/09/2015,12/01/2021,41202,Construction,Construction of domestic buildings
EU-1414,Left,Demos,01/01/1993,NaFNMlssEDo3tdnZo77zHwAu6e8,George Robin Paget Ferguson,Director,01/02/2017,,10595066,Brewery Lofts Ltd,Ltd,01/02/2017,29/09/2020,41202,Construction,Construction of domestic buildings
EU-1842,Right,The Centre for Social Justice,01/01/2004,GDVfAw6VAzUhcJJ5_cslHOnFebE,Lord David Lindsay Willetts,Director,,20/07/1994,02324219,Retirement Security (Reading) Limited,Ltd,02/12/1988,,41202,Construction,Construction of domestic buildings
EU-1842,Right,The Centre for Social Justice,01/01/2004,GDVfAw6VAzUhcJJ5_cslHOnFebE,Lord David Lindsay Willetts,Director,,20/07/1994,01612921,Retirement Security Limited,Ltd,10/02/1982,,41202,Construction,Construction of domestic buildings
EU-1496,Right,Institute of Economic Affairs,01/01/1955,SdygTttdo_ZPucvePoz5Gg_Fh_E,Robin Warwick Edwards,Director,25/04/2014,,09011881,Kitchener Properties Limited,Ltd,25/04/2014,30/11/2021,41202,Construction,Construction of domestic buildings
EU-1496,Right,Institute of Economic Affairs,01/01/1955,jBeN9FODiT5HdM0Xje4CxpfcEls,Malcolm Hugh Dees Mcalpine,Director,,17/05/2011,00566823,Sir Robert Mcalpine Limited,Ltd,31/05/1956,,42110,Construction,Construction of roads and motorways
EU-1496,Right,Institute of Economic Affairs,01/01/1955,jBeN9FODiT5HdM0Xje4CxpfcEls,Malcolm Hugh Dees Mcalpine,Director,,17/05/2011,00566823,Sir Robert Mcalpine Limited,Ltd,31/05/1956,,42120,Construction,Construction of railways and underground railways
EU-1496,Right,Institute of Economic Affairs,01/01/1955,jBeN9FODiT5HdM0Xje4CxpfcEls,Malcolm Hugh Dees Mcalpine,Director,,17/05/2011,00566823,Sir Robert Mcalpine Limited,Ltd,31/05/1956,,42130,Construction,Construction of bridges and tunnels
EU-1842,Right,The Centre for Social Justice,01/01/2004,lEJ7idslpxae-9stRuZa79Vm37k,James Charles Wilcox,Director,07/10/2014,,09253267,Msp Heskin Limited,Ltd,07/10/2014,01/08/2017,42220,Construction,Construction of utility projects for electricity and telecommunications
EU-1842,Right,The Centre for Social Justice,01/01/2004,Uw3M02nk_Uw8bnJ4ahmNlTzmxNM,Christian Oliver Guy,Director,01/04/2015,19/08/2015,04916900,Yarlington Property Management Limited,Ltd,30/09/2003,,43290,Construction,Other construction installation
EU-1217,Right,Policy Exchange,01/01/2002,jlMd-Od-tqnSXybeE4hDM3XDqlY,Andrew Roberts,Director,,24/08/2009,02193892,Tinos Developments Limited,Ltd,16/11/1987,17/05/2011,4521,Unknown,Unknown
EU-1496,Right,Institute of Economic Affairs,01/01/1955,jBeN9FODiT5HdM0Xje4CxpfcEls,Malcolm Hugh Dees Mcalpine,Director,,,01141250,Stockingstone Limited,Ltd,24/10/1973,23/11/2010,4521,Unknown,Unknown
EU-1217,Right,Policy Exchange,01/01/2002,lUmFaKI_-7qodDFxQAewWCNjc98,David Robert Meller,Director,14/10/2011,30/09/2013,07810441,Cityfax Ltd,Ltd,14/10/2011,,46160,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
EU-1217,Right,Policy Exchange,01/01/2002,PRkM4YROtgu1HGowRFLdv58oh2c,Lord Andrew Simon Feldman,Secretary,17/06/2008,29/10/2008,04107450,Brandmead Limited,Ltd,14/11/2000,,46160,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
EU-1217,Right,Policy Exchange,01/01/2002,PRkM4YROtgu1HGowRFLdv58oh2c,Lord Andrew Simon Feldman,Director,17/06/2008,10/10/2008,04107450,Brandmead Limited,Ltd,14/11/2000,,46160,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
EU-1217,Right,Policy Exchange,01/01/2002,G23m-kBGmSGnuFEPgr3kFreerbw,Richard Albert Ehrman,Director,01/03/2000,15/06/2000,03927934,Covertop Limited,Ltd,17/02/2000,,46160,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
